usage_year;usage_vendor;usage_ip_address;usage_journal_title;usage_count
2015;Wiley;130.11.160.216;Water Resources Research;1
2015;Oxford;130.11.160.218;ICES Journal of Marine Science;1
2015;Wiley;130.11.160.218;Water Resources Research;1
2015;Wiley;130.11.160.219;Water Resources Research;1
2015;Wiley;130.11.160.220;Water Resources Research;1
2015;Wiley;130.11.160.225;Water Resources Research;1
2015;Wiley;130.11.160.226;Water Resources Research;1
2015;Wiley;130.11.160.227;Water Resources Research;1
2015;Wiley;130.11.160.230;Water Resources Research;1
2015;Wiley;130.11.160.236;Water Resources Research;1
2015;Wiley;130.11.160.239;Water Resources Research;1
2015;Oxford;130.11.160.25;JNCI: Journal of the National Cancer Institute;1
2015;Wiley;130.11.160.27;Water Resources Research;1
2015;Wiley;130.11.160.29;Water Resources Research;1
2015;Oxford;130.11.160.32;Bioscience Horizons: The International Journal of Student Research;1
2015;Wiley;130.11.160.40;Water Resources Research;1
2015;Wiley;130.11.160.40;Geophysical Research Letters;1
2015;Oxford;130.11.160.54;Journal of Experimental Botany;1
2015;Wiley;130.11.160.54;Water Resources Research;1
2015;Wiley;130.11.160.54;Geophysical Research Letters;1
2015;Oxford;130.11.160.70;BioScience;1
2015;Oxford;130.11.160.70;BioScience;1
2015;Wiley;130.11.160.70;Water Resources Research;1
2015;Wiley;130.11.160.79;Water Resources Research;1
2015;Wiley;130.11.160.79;Geographical Analysis;1
2015;Wiley;130.11.160.8;Water Resources Research;1
2015;Wiley;130.11.160.80;Water Resources Research;1
2015;Wiley;130.11.160.82;Water Resources Research;1
2015;Oxford;130.11.160.88;Annals of Botany;1
2015;Wiley;130.11.160.88;Water Resources Research;1
2015;Wiley;130.11.160.89;Water Resources Research;1
2015;Wiley;130.11.160.94;Water Resources Research;1
2015;Wiley;130.11.160.94;Geographical Analysis;1
2015;Wiley;130.11.160.96;Water Resources Research;1
2015;Wiley;130.11.161.11;Water Resources Research;1
2015;Oxford;130.11.161.127;Toxicological Sciences;1
2015;Oxford;130.11.161.127;Carcinogenesis;4
2015;Oxford;130.11.161.127;Carcinogenesis;2
2015;Wiley;130.11.161.127;Water Resources Research;1
2015;Wiley;130.11.161.14;Water Resources Research;1
2015;Wiley;130.11.161.15;Water Resources Research;1
2015;Oxford;130.11.161.18;Clinical Infectious Diseases;1
2015;Wiley;130.11.161.202;Water Resources Research;1
2015;Wiley;130.11.161.205;Water Resources Research;1
2015;Wiley;130.11.161.30;Water Resources Research;1
2015;Oxford;130.11.161.33;Toxicological Sciences;1
2015;Wiley;130.11.161.33;Water Resources Research;1
2015;Wiley;130.11.161.36;Water Resources Research;1
2015;Wiley;130.11.161.42;Water Resources Research;1
2015;Oxford;130.11.161.42;ICES Journal of Marine Science;2
2015;Wiley;130.11.161.50;Water Resources Research;1
2015;Oxford;130.11.161.58;Journal of Plankton Research;2
2015;Oxford;130.11.161.58;BioScience;1
2015;Oxford;130.11.161.58;BioScience;1
2015;Wiley;130.11.161.59;Water Resources Research;1
2015;Wiley;130.11.161.61;Water Resources Research;1
2015;Wiley;130.11.161.68;Water Resources Research;1
2015;Oxford;130.118.33.47;BioScience;1
2015;Oxford;130.11.161.70;BJA: British Journal of Anaesthesia;1
2015;Oxford;130.11.161.70;Biometrika;1
2015;Wiley;130.11.161.70;Water Resources Research;1
2015;Wiley;130.11.161.76;Water Resources Research;1
2015;Wiley;130.11.161.82;Water Resources Research;1
2015;Wiley;130.11.161.82;Environmental Microbiology Reports;1
2015;Wiley;130.11.161.85;Water Resources Research;1
2015;Wiley;130.11.161.87;Water Resources Research;1
2015;Oxford;130.11.161.90;Bioinformatics;1
2015;Wiley;130.11.161.93;Water Resources Research;1
2015;Oxford;130.11.161.95;Tree Physiology;1
2015;Wiley;130.11.161.95;Water Resources Research;1
2015;Oxford;130.11.161.99;Monthly Notices of the Royal Astronomical Society;1
2015;Wiley;130.11.163.12;Water Resources Research;1
2015;Wiley;130.11.163.26;Water Resources Research;1
2015;Wiley;130.11.163.29;Water Resources Research;1
2015;Wiley;130.11.163.34;Water Resources Research;1
2015;Wiley;130.11.163.9;Water Resources Research;1
2015;Wiley;130.11.167.51;Water Resources Research;1
2015;Oxford;130.11.167.53;BioScience;3
2015;Wiley;130.11.167.53;Water Resources Research;1
2015;Wiley;130.11.167.55;Water Resources Research;1
2015;Wiley;130.11.170.103;Water Resources Research;1
2015;Wiley;130.11.170.121;Water Resources Research;1
2015;Wiley;130.11.170.182;Water Resources Research;1
2015;Wiley;130.11.170.183;Water Resources Research;1
2015;Wiley;130.11.170.184;Water Resources Research;1
2015;Oxford;130.11.170.185;Biostatistics;2
2015;Wiley;130.11.170.187;Water Resources Research;1
2015;Wiley;130.11.170.188;Water Resources Research;1
2015;Wiley;130.11.170.19;Water Resources Research;1
2015;Wiley;130.11.170.196;Water Resources Research;1
2015;Wiley;130.11.170.198;Water Resources Research;1
2015;Wiley;130.11.170.199;Water Resources Research;1
2015;Wiley;130.11.170.20;Water Resources Research;1
2015;Wiley;130.11.170.201;Water Resources Research;1
2015;Wiley;130.11.170.205;Water Resources Research;1
2015;Wiley;130.11.170.209;Water Resources Research;1
2015;Wiley;130.11.170.212;Water Resources Research;1
2015;Wiley;130.11.170.218;Water Resources Research;1
2015;Wiley;130.11.170.223;Water Resources Research;1
2015;Wiley;130.11.170.224;Water Resources Research;1
2015;Wiley;130.11.170.228;Water Resources Research;1
2015;Wiley;130.11.170.231;Water Resources Research;1
2015;Oxford;130.11.170.26;BioScience;1
2015;Wiley;130.11.170.26;Water Resources Research;1
2015;Wiley;130.11.170.27;Water Resources Research;1
2015;Wiley;130.11.170.27;Journal of Vegetation Science;1
2015;Wiley;130.11.170.36;Water Resources Research;1
2015;Wiley;130.11.170.43;Water Resources Research;1
2015;Wiley;130.11.170.52;Water Resources Research;1
2015;Wiley;130.11.170.57;Water Resources Research;1
2015;Wiley;130.11.170.59;Water Resources Research;1
2015;Wiley;130.11.170.6;Water Resources Research;1
2015;Wiley;130.11.170.60;Water Resources Research;1
2015;Wiley;130.11.170.60;Geophysical Research Letters;1
2015;Wiley;130.11.170.70;Water Resources Research;1
2015;Wiley;130.11.170.79;Water Resources Research;1
2015;Wiley;130.11.174.121;Water Resources Research;1
2015;Wiley;130.11.174.122;Water Resources Research;1
2015;Oxford;130.11.174.166;JNCI: Journal of the National Cancer Institute;2
2015;Wiley;130.11.174.172;Water Resources Research;1
2015;Wiley;130.11.174.177;Water Resources Research;1
2015;Oxford;130.11.174.185;Journal of Antimicrobial Chemotherapy;1
2015;Oxford;130.11.174.223;FEMS Microbiology Letters;1
2015;Wiley;130.11.174.223;Water Resources Research;1
2015;Oxford;130.11.174.32;FEMS Microbiology Ecology;1
2015;Oxford;130.11.174.33;JNCI: Journal of the National Cancer Institute;1
2015;Oxford;130.11.174.33;FEMS Microbiology Letters;2
2015;Oxford;130.11.174.33;FEMS Microbiology Letters;2
2015;Wiley;130.11.174.33;Water Resources Research;1
2015;Wiley;130.11.174.51;Water Resources Research;1
2015;Wiley;130.11.174.51;Journal of the Royal Statistical Society: Series B (Statistical Methodology);1
2015;Wiley;130.11.174.62;Water Resources Research;1
2015;Wiley;130.11.174.64;Water Resources Research;1
2015;Wiley;130.11.174.69;Water Resources Research;1
2015;Oxford;130.11.174.72;Journal of Plankton Research;1
2015;Oxford;130.11.174.80;FEMS Microbiology Ecology;1
2015;Wiley;130.11.174.90;Water Resources Research;1
2015;Wiley;130.11.174.94;Water Resources Research;1
2015;Oxford;130.11.174.97;JNCI: Journal of the National Cancer Institute;1
2015;Wiley;130.11.177.13;Water Resources Research;1
2015;Wiley;130.11.177.15;Water Resources Research;1
2015;Oxford;130.11.177.17;Social Forces;1
2015;Wiley;130.11.177.17;Water Resources Research;1
2015;Wiley;130.11.177.181;Water Resources Research;1
2015;Oxford;130.11.177.183;BioScience;1
2015;Wiley;130.11.177.183;Water Resources Research;1
2015;Wiley;130.11.177.184;Water Resources Research;1
2015;Wiley;130.11.177.190;Water Resources Research;1
2015;Wiley;130.11.177.191;Water Resources Research;1
2015;Wiley;130.11.177.193;Water Resources Research;1
2015;Oxford;130.11.177.198;BioScience;1
2015;Oxford;130.11.177.199;BioScience;1
2015;Wiley;130.11.177.199;Water Resources Research;1
2015;Oxford;152.61.128.57;BioScience;4
2015;Wiley;130.11.177.20;Water Resources Research;1
2015;Oxford;130.11.177.203;BioScience;2
2015;Wiley;130.11.177.204;Water Resources Research;1
2015;Wiley;130.11.177.209;Water Resources Research;1
2015;Oxford;130.11.177.211;BioScience;1
2015;Wiley;130.11.177.213;Water Resources Research;1
2015;Wiley;130.11.177.216;Water Resources Research;1
2015;Wiley;130.11.177.225;Water Resources Research;1
2015;Wiley;130.11.177.23;Water Resources Research;1
2015;Wiley;130.11.177.230;Water Resources Research;1
2015;Wiley;130.11.177.231;Water Resources Research;1
2015;Wiley;130.11.177.237;Water Resources Research;1
2015;Wiley;130.11.177.246;Water Resources Research;1
2015;Wiley;130.11.177.247;Water Resources Research;1
2015;Oxford;130.11.177.248;BioScience;2
2015;Oxford;130.11.177.25;Journal of Plankton Research;1
2015;Oxford;130.11.177.25;BioScience;1
2015;Oxford;130.11.177.26;BioScience;1
2015;Wiley;130.11.177.27;Water Resources Research;1
2015;Oxford;130.11.177.32;BioScience;1
2015;Wiley;130.11.177.32;Water Resources Research;1
2015;Wiley;130.11.177.34;Water Resources Research;1
2015;Oxford;130.11.177.36;FEMS Microbiology Letters;1
2015;Oxford;130.11.177.36;BioScience;1
2015;Oxford;130.11.177.36;BioScience;1
2015;Oxford;130.11.177.38;BJA: British Journal of Anaesthesia;1
2015;Oxford;130.11.177.39;Journal of Plankton Research;1
2015;Oxford;130.11.177.39;Rheumatology;1
2015;Wiley;130.11.177.39;Water Resources Research;1
2015;Wiley;130.11.177.40;Water Resources Research;1
2015;Oxford;130.11.177.41;Bioinformatics;1
2015;Wiley;130.11.177.41;Water Resources Research;1
2015;Oxford;130.11.177.42;BioScience;2
2015;Oxford;130.11.177.42;BioScience;1
2015;Wiley;130.11.177.48;Water Resources Research;1
2015;Wiley;130.11.177.50;Water Resources Research;1
2015;Wiley;130.11.177.8;Water Resources Research;1
2015;Oxford;130.11.177.9;BioScience;1
2015;Wiley;130.11.178.25;Water Resources Research;1
2015;Wiley;130.11.178.27;Water Resources Research;1
2015;Wiley;130.11.178.3;Water Resources Research;1
2015;Wiley;130.11.178.6;Water Resources Research;1
2015;Oxford;130.11.178.6;BioScience;1
2015;Wiley;130.11.179.40;Water Resources Research;1
2015;Oxford;130.11.184.106;Journal of Plankton Research;1
2015;Wiley;130.11.184.106;Water Resources Research;1
2015;Oxford;130.11.184.107;FEMS Microbiology Ecology;1
2015;Wiley;130.11.184.107;Water Resources Research;1
2015;Wiley;130.11.184.107;Environmental Microbiology Reports;1
2015;Oxford;130.11.184.110;Annals of Oncology;1
2015;Oxford;130.11.184.126;Journal of Plankton Research;1
2015;Oxford;130.11.184.133;FEMS Microbiology Reviews;1
2015;Oxford;130.11.184.133;British Medical Bulletin;1
2015;Wiley;130.11.184.133;Water Resources Research;1
2015;Oxford;130.11.184.143;FEMS Microbiology Letters;1
2015;Wiley;130.11.184.143;Water Resources Research;1
2015;Wiley;130.11.184.145;Water Resources Research;1
2015;Wiley;130.11.184.164;Water Resources Research;1
2015;Wiley;130.11.184.17;Water Resources Research;1
2015;Oxford;130.11.184.171;FEMS Microbiology Ecology;1
2015;Oxford;130.11.184.171;Journal of Antimicrobial Chemotherapy;1
2015;Oxford;130.11.184.175;FEMS Microbiology Ecology;3
2015;Wiley;130.11.184.192;Water Resources Research;1
2015;Oxford;130.11.184.198;FEMS Microbiology Ecology;1
2015;Oxford;130.11.184.198;Journal of Antimicrobial Chemotherapy;1
2015;Wiley;130.11.184.20;Water Resources Research;1
2015;Oxford;130.11.184.24;FEMS Microbiology Ecology;1
2015;Oxford;130.11.184.24;Journal of Economic Entomology;2
2015;Wiley;130.11.184.24;Water Resources Research;1
2015;Oxford;130.11.184.29;Journal of Plankton Research;2
2015;Oxford;130.11.184.29;FEMS Microbiology Ecology;2
2015;Oxford;130.11.184.29;Bioinformatics;1
2015;Wiley;130.11.184.29;Environmental Microbiology Reports;1
2015;Wiley;130.11.184.33;Water Resources Research;1
2015;Wiley;130.11.184.38;Water Resources Research;1
2015;Oxford;130.11.184.50;Journal of Antimicrobial Chemotherapy;1
2015;Oxford;130.11.184.50;Journal of Antimicrobial Chemotherapy;2
2015;Oxford;130.11.184.50;Journal of Antimicrobial Chemotherapy;1
2015;Oxford;130.11.184.50;FEMS Microbiology Letters;1
2015;Oxford;130.11.184.50;Journal of Antimicrobial Chemotherapy;1
2015;Wiley;130.11.184.53;Water Resources Research;1
2015;Oxford;130.11.184.56;The Annals of Occupational Hygiene;1
2015;Wiley;130.11.184.56;Water Resources Research;1
2015;Wiley;130.11.184.57;Water Resources Research;1
2015;Wiley;130.11.184.9;Water Resources Research;1
2015;Oxford;130.11.184.91;FEMS Microbiology Ecology;2
2015;Wiley;130.11.184.95;Water Resources Research;1
2015;Wiley;130.11.188.102;Water Resources Research;1
2015;Wiley;130.11.188.15;Water Resources Research;1
2015;Wiley;130.11.188.16;Water Resources Research;1
2015;Wiley;130.11.188.190;Water Resources Research;1
2015;Wiley;130.11.188.20;Water Resources Research;1
2015;Wiley;130.11.188.208;Water Resources Research;1
2015;Wiley;130.11.188.209;Water Resources Research;1
2015;Wiley;130.11.188.22;Water Resources Research;1
2015;Wiley;130.11.188.26;Water Resources Research;1
2015;Wiley;130.11.188.28;Water Resources Research;1
2015;Wiley;130.11.188.36;Water Resources Research;1
2015;Wiley;130.11.188.55;Water Resources Research;1
2015;Wiley;130.11.188.58;Water Resources Research;1
2015;Wiley;130.11.188.59;Water Resources Research;1
2015;Wiley;130.11.188.60;Water Resources Research;1
2015;Wiley;130.11.188.63;Water Resources Research;1
2015;Wiley;130.11.188.64;Water Resources Research;1
2015;Wiley;130.11.188.65;Water Resources Research;1
2015;Wiley;130.11.188.7;Water Resources Research;1
2015;Oxford;130.11.188.71;BioScience;2
2015;Oxford;130.11.188.71;BioScience;2
2015;Oxford;130.11.188.78;Review of Environmental Economics and Policy;1
2015;Oxford;130.11.188.78;BioScience;1
2015;Oxford;130.11.188.78;American Journal of Epidemiology;1
2015;Wiley;130.11.188.97;Water Resources Research;1
2015;Wiley;130.11.188.98;Water Resources Research;1
2015;Wiley;130.11.192.113;Water Resources Research;1
2015;Wiley;130.11.192.116;Water Resources Research;1
2015;Oxford;130.11.192.118;Journal of Analytical Toxicology;1
2015;Wiley;130.11.192.119;Water Resources Research;1
2015;Wiley;130.11.192.121;Water Resources Research;1
2015;Wiley;130.11.192.126;Water Resources Research;1
2015;Wiley;130.11.192.127;Water Resources Research;1
2015;Oxford;130.11.192.128;The Journal of Infectious Diseases;1
2015;Wiley;130.11.192.128;Water Resources Research;1
2015;Wiley;130.11.192.128;Journal of the Royal Statistical Society: Series B (Statistical Methodology);1
2015;Oxford;130.11.192.130;BioScience;1
2015;Wiley;130.11.192.130;Water Resources Research;1
2015;Wiley;130.11.24.126;Water Resources Research;1
2015;Wiley;130.11.24.133;Water Resources Research;1
2015;Oxford;130.11.24.134;BioScience;1
2015;Wiley;130.11.24.134;Water Resources Research;1
2015;Oxford;130.11.24.205;International Journal of Low-Carbon Technologies;2
2015;Wiley;130.11.24.205;Water Resources Research;1
2015;Wiley;130.11.24.210;Water Resources Research;1
2015;Oxford;130.11.24.216;FEMS Microbiology Reviews;1
2015;Wiley;130.11.24.216;Water Resources Research;1
2015;Oxford;130.11.24.221;FEMS Microbiology Reviews;1
2015;Oxford;130.11.24.221;BioScience;1
2015;Oxford;130.11.24.221;BioScience;1
2015;Wiley;130.11.24.221;Water Resources Research;1
2015;Wiley;130.11.24.222;Water Resources Research;1
2015;Wiley;130.11.24.226;Water Resources Research;1
2015;Wiley;130.11.24.230;Water Resources Research;1
2015;Wiley;130.11.24.233;Water Resources Research;1
2015;Wiley;130.11.24.37;Water Resources Research;1
2015;Oxford;130.11.32.112;The Journals of Gerontology: Series A;1
2015;Oxford;130.11.32.112;Journal of Plankton Research;1
2015;Oxford;130.11.32.112;Cerebral Cortex;2
2015;Oxford;130.11.32.112;Social Cognitive and Affective Neuroscience;2
2015;Wiley;130.11.32.112;Water Resources Research;1
2015;Wiley;130.11.32.112;Environmental Microbiology Reports;1
2015;Oxford;130.11.32.114;BioScience;1
2015;Oxford;130.11.32.120;Tree Physiology;1
2015;Oxford;130.11.32.129;BioScience;1
2015;Oxford;130.11.32.14;BioScience;2
2015;Wiley;130.11.32.14;Ecosystem Health and Sustainability;1
2015;Oxford;130.11.32.149;Journal of Petrology;4
2015;Oxford;130.11.32.149;Journal of Petrology;5
2015;Oxford;130.11.32.149;Journal of Petrology;8
2015;Oxford;130.11.32.149;Journal of Petrology;18
2015;Oxford;130.11.32.149;Journal of Petrology;5
2015;Oxford;130.11.32.149;Geophysical Journal International;3
2015;Oxford;130.11.32.149;Journal of Petrology;7
2015;Oxford;130.11.32.149;Journal of Petrology;6
2015;Oxford;130.11.32.149;Journal of Petrology;6
2015;Oxford;130.11.32.149;Geophysical Journal International;2
2015;Oxford;130.11.32.149;Journal of Petrology;16
2015;Oxford;130.11.32.149;Journal of Petrology;5
2015;Oxford;130.11.32.149;Journal of Petrology;5
2015;Oxford;130.11.32.149;Journal of Petrology;15
2015;Wiley;130.11.32.149;Geophysical Research Letters;1
2015;Wiley;130.11.32.15;Water Resources Research;1
2015;Oxford;130.11.32.160;FEMS Microbiology Letters;1
2015;Wiley;130.11.32.163;Water Resources Research;1
2015;Wiley;130.11.32.165;Water Resources Research;1
2015;Wiley;130.11.32.167;Water Resources Research;1
2015;Oxford;130.11.32.168;BioScience;1
2015;Oxford;130.11.32.168;Journal of Plankton Research;10
2015;Oxford;130.11.32.168;BioScience;2
2015;Oxford;130.11.32.168;BioScience;4
2015;Oxford;130.11.32.168;Tree Physiology;1
2015;Oxford;130.11.32.168;BioScience;1
2015;Wiley;130.11.32.168;Water Resources Research;1
2015;Wiley;130.11.32.168;Geophysical Research Letters;1
2015;Wiley;130.11.32.168;American Anthropologist;1
2015;Wiley;130.11.32.182;Geophysical Research Letters;1
2015;Wiley;130.11.32.19;Water Resources Research;1
2015;Wiley;130.11.32.199;Water Resources Research;1
2015;Oxford;130.11.32.207;Journal of Pediatric Psychology;2
2015;Oxford;130.11.32.207;BioScience;1
2015;Wiley;130.11.32.207;Water Resources Research;1
2015;Wiley;130.11.32.213;Water Resources Research;1
2015;Wiley;130.11.32.224;Geophysical Research Letters;1
2015;Oxford;130.11.32.230;Brain;1
2015;Oxford;130.11.32.233;ICES Journal of Marine Science;1
2015;Oxford;130.11.32.242;BioScience;1
2015;Wiley;130.11.32.42;Water Resources Research;1
2015;Oxford;130.11.32.56;BioScience;2
2015;Oxford;130.11.32.56;BioScience;3
2015;Oxford;130.11.32.64;Journal of Petrology;1
2015;Oxford;130.11.32.67;FEMS Microbiology Ecology;1
2015;Wiley;130.11.32.67;Water Resources Research;1
2015;Wiley;130.11.32.69;Water Resources Research;1
2015;Oxford;130.11.32.7;BioScience;2
2015;Oxford;130.11.32.78;Brain;1
2015;Wiley;130.11.32.82;Water Resources Research;1
2015;Oxford;130.11.32.90;BioScience;1
2015;Wiley;130.11.32.90;Water Resources Research;1
2015;Wiley;130.11.32.90;Geophysical Research Letters;1
2015;Wiley;130.11.32.90;Journal of Vegetation Science;1
2015;Wiley;130.11.33.105;Water Resources Research;1
2015;Wiley;130.11.33.118;Water Resources Research;1
2015;Wiley;130.11.33.119;Water Resources Research;1
2015;Wiley;130.11.33.120;Water Resources Research;1
2015;Wiley;130.11.33.122;Water Resources Research;1
2015;Wiley;130.11.33.13;Water Resources Research;1
2015;Wiley;130.11.33.139;Water Resources Research;1
2015;Wiley;130.11.33.141;Water Resources Research;1
2015;Wiley;130.11.33.143;Water Resources Research;1
2015;Oxford;130.11.33.147;ICES Journal of Marine Science;1
2015;Oxford;130.11.33.147;BioScience;1
2015;Oxford;130.11.33.147;ICES Journal of Marine Science;1
2015;Oxford;130.11.33.147;Integrative and Comparative Biology;2
2015;Oxford;130.11.33.147;BioScience;1
2015;Oxford;130.11.33.147;BioScience;1
2015;Oxford;130.11.33.147;ICES Journal of Marine Science;1
2015;Wiley;130.11.33.15;Water Resources Research;1
2015;Wiley;130.11.33.155;Water Resources Research;1
2015;Wiley;130.11.33.156;Water Resources Research;1
2015;Wiley;130.11.33.165;Water Resources Research;1
